upstream,downstream
1955,30904
1968,1256
1968,1929
1968,5724
1968,32559
1968,394003
1968,396086
1968,396128
2018,6149
2018,8094
2018,36982
2018,37501
2119,8478
2119,21331
2119,33885
2119,43516
2119,43905
2119,57602
2119,64440
2119,197943
2119,199672
2119,199791
2119,200168
2119,200559
2119,201098
2119,202230
2119,203426
2119,205199
2119,211753
2119,216448
2152,25
2152,52
2152,131
2152,299
2152,1909
2152,2037
2152,3734
2152,5739
2152,5783
2152,6106
2152,7377
2152,10867
2152,11159
2152,13940
2152,18558
2152,18975
2152,21694
2152,21708
2152,21828
2152,21915
2152,22213
2152,22315
2152,22323
2152,23024
2152,23065
2152,23117
2152,23309
2152,23369
2152,23483
2152,23489
2152,25664
2152,26066
2152,26397
2152,26403
2152,30193
2152,32361
2152,46290
2152,54179
2152,393282
2152,395226
2152,396465
2200,775
2200,776
2200,777
2200,782
2200,789
2200,1303
2200,1307
2200,1715
2200,1724
2200,1935
2200,1938
2200,1942
2200,1945
2200,2060
2200,2067
2200,2089
2200,2187
2200,2202
2200,2259
2200,2263
2200,2269
2200,2426
2200,2457
2497,7676
2497,9999
2497,17512
2497,17689
2497,18074
2497,23776
2497,24288
2497,37905
2497,37916
2497,55378
2497,55910
2497,131899
2497,131909
2497,131957
2497,131961
2497,131984
2497,139255
2500,4690
2500,55384
2500,141682
2572,11348
2572,393601
2603,2831
2603,2833
2603,2834
2603,2838
2603,2839
2603,2841
2603,2842
2603,2843
2603,2846
2603,5601
2603,8748
2603,12384
2603,15474
2603,15980
2603,16251
2603,25072
2603,29348
2603,39590
2603,43018
2603,43665
2603,43844
2603,58302
2603,59863
2603,200693
2609,37671
2609,37705
2609,327934
2614,12675
2614,16220
2687,2030
2687,21326
2687,24189
2687,25886
2687,133069
2687,136560
2687,140890
2687,142137
2711,11838
2711,14448
2711,21565
2711,23336
2711,27527
2711,29765
2711,63249
2711,63317
2711,393783
2711,397068
2734,10255
2856,21218
2856,24650
2856,25006
2856,38936
2856,42536
2856,50948
2856,51953
2856,197568
2856,198386
2856,199262
2856,201529
2856,204550
2856,206132
2856,207312
2856,212329
2907,2505
2907,2508
2907,2513
2907,2523
2907,3488
2907,4730
2907,9367
2907,17960
2907,18087
2907,18091
2907,18123
2907,18128
2907,18267
2907,23623
2907,23781
2907,23807
2907,23826
2907,24254
2907,24264
2907,37889
2907,38641
2907,45688
2907,55373
2907,55379
2907,55380
2907,55390
2907,55904
2907,58785
2907,63777
2907,131159
2907,131919
2914,275
2914,1225
2914,1258
2914,1412
2914,3938
2914,3939
2914,3949
2914,4713
2914,7019
2914,7513
2914,18149
2914,18259
2914,18488
2914,20679
2914,21655
2914,21778
2914,22691
2914,22921
2914,23641
2914,25885
2914,27435
2914,27486
2914,30212
2914,30803
2914,31273
2914,34305
2914,35885
2914,40463
2914,42579
2914,45494
2914,46826
2914,50525
2914,54114
2914,60281
2914,63191
2914,131914
2914,133918
2914,136599
2914,137504
2914,142040
2914,147168
2914,151970
2914,199408
2914,203849
2914,205268
2914,205467
3128,59
3128,7050
3128,19184
3128,46103
3215,8891
3215,16028
3215,24600
3215,27806
3215,199140
3215,204902
3215,207988
3215,393894
3257,1017
3257,2606
3257,3206
3257,3291
3257,4589
3257,6493
3257,8190
3257,8928
3257,11238
3257,11856
3257,12287
3257,12468
3257,14170
3257,14987
3257,15475
3257,15804
3267,2848
3267,3343
3267,3351
3267,8398
3267,8790
3267,9162
3267,12938
3267,42364
3267,49929
3267,59714
3267,200686
3267,215098
3292,3272
3292,5624
3292,9171
3292,24584
3292,24800
3292,29156
3292,34482
3292,34670
3292,35033
3292,41014
3292,42638
3292,42903
3292,44338
3292,49010
3292,50708
3292,57087
3292,197317
3292,198944
3292,199718
3292,201738
3292,206624
3292,208327
3292,209424
3292,210792
3292,213214
3300,78
3300,27000
3301,1729
3301,2799
3301,12501
3301,15991
3301,34234
3301,34576
3301,34610
3301,41076
3301,41340
3301,50273
3301,56736
3301,197332
3301,199902
3301,200018
3301,202646
3301,203158
3301,206884
3301,207538
3301,209570
3303,57370
3303,199802
3303,201436
3303,201621
3303,204572
3303,206225
3303,206790
3303,206794
3303,207482
3303,208813
3303,209880
3303,212777
3303,214756
3320,1271
3320,1902
3320,2773
3320,2792
3320,5588
3320,9175
3320,12898
3320,15629
3320,16280
3320,16356
3320,21209
3320,30941
3320,30942
3320,34059
3320,34193
3320,34247
3320,34262
3320,42249
3320,42274
3320,42854
3320,43193
3320,43292
3320,43353
3320,43529
3320,44029
3320,44131
3320,44419
3320,44651
3320,48049
3320,48097
3320,49090
3320,49735
3320,51275
3320,57837
3320,57911
3320,58106
3320,59448
3320,59543
3320,62204
3320,197112
3320,197347
3320,197639
3320,197862
3320,198139
3320,200491
3320,200940
3320,201834
3320,202847
3320,204138
3320,204201
3320,204965
3320,205137
3320,205285
3320,206917
3320,208500
3320,208606
3320,209001
3320,209039
3320,209052
3320,209196
3320,209486
3320,209953
3320,211569
3329,3260
3333,2121
3352,6813
3352,16373
3352,20905
3352,25508
3352,25544
3352,31418
3352,35264
3352,42211
3352,44127
3352,47209
3352,199134
3352,199589
3352,200669
3352,202047
3352,207904
3352,210995
3356,35
3356,82
3356,102
3356,203
3356,209
3356,609
3356,706
3356,8818
3356,27564
3356,27895
3356,29736
3356,208695
3356,267778
3356,393275
3356,396176
3462,4782
3462,17421
3491,6279
3491,7568
3491,9237
3491,20263
3491,23852
3491,23875
3491,23876
3491,32209
3491,38819
3491,45348
3491,54484
3491,58383
3491,131524
3491,131772
3491,132585
3491,132742
3491,133349
3491,135652
3491,136742
3491,138029
3491,139363
3491,139380
3491,139739
3491,140883
3491,140925
3491,142637
3491,149341
3491,149968
3491,150935
3491,151483
3491,151610
3491,151662
3491,205205
3491,206577
3491,211759
3491,216354
3491,328887
3491,397280
3549,4232
3549,11276
3549,11327
3549,11667
3549,14467
3549,14932
3549,14951
3549,16747
3549,16947
3549,18920
3549,19972
3549,21563
3549,22218
3549,22919
3549,25642
3549,26048
3549,26050
3549,26489
3549,27946
3549,27980
3549,27998
3549,28091
3549,30468
3549,32390
3549,32937
3549,36395
3549,36486
3549,36513
3549,52281
3549,53814
3549,54348
3549,54857
3549,262213
3549,262258
3549,262261
3549,263773
3549,263825
3549,264660
3549,264693
3549,264795
3549,265642
3549,265717
3549,265758
3549,265795
3549,265853
3549,265870
3549,266698
3549,266706
3549,266737
3549,266758
3549,267764
3549,267840
3549,267898
3549,267919
3549,269777
3549,269891
3549,269907
3549,269924
3549,269928
3549,269968
3549,269988
3549,270082
3549,271870
3549,271893
3549,271920
3549,271952
3549,272048
3549,272142
3549,272884
3549,273027
3549,273071
3549,273212
3549,393453
3549,393512
3549,393808
3549,394020
3549,394374
3549,395289
3549,395694
3549,396155
3561,10959
3561,14524
3561,14688
3561,40738
3561,40946
3561,46885
3561,53786
3605,21996
3701,3582
3701,4201
3758,9255
3758,9506
3758,18402
3758,38055
3758,45143
3758,132265
3758,133422
3758,133456
3758,135600
3786,3813
3786,9274
3786,9276
3786,9316
3786,9528
3786,9697
3786,9698
3786,9711
3786,9769
3786,9782
3786,9982
3786,10066
3786,10198
3786,17598
3786,17853
3786,17858
3786,17865
3786,17881
3786,18176
3786,18313
3786,18333
3786,23975
3786,38120
3786,38121
3786,38661
3786,38669
3786,38707
3786,45990
3786,55601
3786,55614
3786,55627
3786,55632
4134,4811
4134,4816
4134,4835
4134,9308
4134,9803
4134,17428
4134,17633
4134,17638
4134,17799
4134,17897
4134,18118
4134,18245
4134,23650
4134,23724
4181,6547
4181,46165
4181,396965
4230,28573
4230,268027
4621,3836
4621,9475
4621,9903
4621,45847
4621,131221
4621,132250
4621,132482
4621,132701
4621,132879
4621,133042
4621,134690
4621,135141
4621,135616
4621,137546
4621,141714
4621,149503
4621,149800
4637,1221
4637,38198
4637,38800
4637,55885
4637,132429
4648,2570
4648,4771
4648,9881
4648,55523
4648,133124
4648,136500
4648,138355
4648,139200
4648,139271
4651,137546
4651,137850
4651,139014
4651,139595
4651,140617
4651,141714
4651,148997
4651,149503
4651,149800
4651,150107
4651,152463
4657,55430
4713,2510
4713,7678
4713,18271
4713,23613
4713,23619
4713,23804
4713,24512
4713,131893
4755,134022
4764,9268
4764,23652
4764,45481
4764,56072
4764,132584
4764,133217
4764,135583
4764,137426
4764,138028
4764,139221
4766,17850
4775,132199
4780,7535
4780,9674
4780,9918
4780,38837
4780,131586
4780,131602
4780,131626
4780,131677
4780,133747
4800,38513
4800,46035
4800,56254
4800,58390
4800,63498
4800,131720
4800,133841
4800,135447
4800,136871
4800,137371
4800,138116
4800,139455
4800,139935
4800,140006
4800,140436
4800,141589
4800,141902
4800,141945
4800,142333
4800,142356
4800,142369
4800,149373
4800,149727
4800,149895
4800,149896
4800,149928
4800,149938
4800,149971
4800,150187
4800,150466
4800,150526
4800,150914
4800,152073
4800,152382
4818,10081
4826,9443
4826,9509
4826,9714
4826,10083
4826,10150
4826,17480
4826,17632
4826,17918
4826,18108
4826,18200
4826,23722
4826,23907
4826,24039
4826,24110
4826,24303
4826,24502
4826,38263
4826,38302
4826,38714
4826,38809
4826,38826
4826,38911
4826,45186
4826,45226
4826,45269
4826,45345
4826,45347
4826,45427
4826,45486
4826,45875
4826,45881
4826,45912
4826,45956
4826,55358
4826,55567
4826,55870
4826,55914
4826,56055
4826,56113
4826,58408
4826,58464
4826,58613
4826,58922
4826,58927
4826,58940
4826,58989
4826,63971
4826,64015
4826,131282
4826,132094
4826,132162
4826,132269
4826,132284
4826,132330
4826,132433
4826,132476
4826,132481
4826,132703
4826,132895
4826,132896
4826,133015
4826,133046
4826,133133
4826,133173
4826,133394
4826,133419
4826,133548
4826,133603
4826,133864
4826,134119
4826,134138
4826,134369
4826,134472
4826,134832
4826,135088
4826,135287
4826,135289
4826,135301
4826,135351
4826,135393
4826,135396
4826,135593
4826,135662
4826,136025
4826,136398
4826,136529
4826,136623
4826,136784
4826,137455
4826,137562
4826,137852
4826,137896
4826,138034
4826,138207
4826,138323
4826,138326
4826,138661
4826,139037
4826,139049
4826,139055
4826,139214
4826,139244
4826,139337
4826,139357
4826,139597
4826,139891
4826,140065
4826,140581
4826,140932
4826,141734
4826,147037
4826,149310
4826,149784
4826,149834
4826,150798
4826,151846
4826,399813
4826,399815
4847,18118
5050,1206
5050,1207
5050,3503
5050,23102
5078,25776
5078,40628
5078,395421
5078,396334
5384,47862
5384,57163
5384,57171
5384,202715
5384,206204
5391,8585
5391,15719
5391,20875
5391,25365
5391,35128
5391,50410
5391,57388
5391,57869
5391,60588
5391,197823
5391,201967
5391,201987
5391,204894
5391,205278
5391,210485
5391,211356
5394,12533
5394,204118
5394,205636
5404,42060
5408,2546
5408,3323
5408,5489
5408,8278
5408,8581
5408,8611
5408,8617
5408,8643
5408,8762
5408,9069
5408,12364
5408,12402
5408,15690
5408,31563
5408,47616
5408,202640
5413,8613
5413,197320
5466,15751
5483,5588
5483,15629
5483,15856
5483,16280
5483,21209
5483,30942
5483,34059
5483,34262
5483,42854
5483,43529
5483,44029
5483,44277
5483,44419
5483,44651
5483,48808
5483,49090
5483,51275
5483,59448
5483,62307
5483,197112
5483,197862
5483,200940
5483,205285
5483,209001
5483,209052
5483,209196
5483,209486
5511,2285
5511,2647
5511,3215
5511,5617
5511,8362
5511,8891
5511,12811
5511,15681
5511,16028
5511,20765
5511,21088
5511,24600
5511,25113
5511,27806
5511,28708
5511,35732
5511,36939
5511,36946
5511,38999
5511,39010
5511,39072
5511,43824
5511,45879
5511,51104
5511,57513
5511,57839
5511,61172
5511,199140
5511,202987
5511,204902
5511,205756
5511,205988
5511,207988
5511,208660
5511,208678
5511,210844
5511,212851
5511,212946
5511,327796
5511,328253
5511,328284
5511,329006
5511,397100
5518,207440
5578,6862
5578,12917
5578,24727
5578,39456
5578,39854
5578,48689
5578,56937
5578,61241
5578,196900
5578,198543
5578,200055
5578,206194
5578,208429
5578,209250
5578,209251
5603,21246
5606,3289
5606,9064
5606,9176
5606,41832
5606,42417
5606,44043
5606,44830
5606,47424
5606,50080
5606,51024
5606,51398
5606,56502
5606,57322
5606,57646
5606,60125
5606,61050
5606,61225
5606,61389
5606,211857
5619,13243
5650,5733
5650,7011
5650,12239
5650,13470
5650,15097
5650,23043
5650,26127
5650,36128
5650,40524
5650,46460
5650,46710
5650,53484
5650,398124
5650,398373
5650,400657
5713,5734
5713,328422
5713,328713
5713,329284
6128,836
6128,3408
6128,10985
6128,11243
6128,11332
6128,13596
6128,14699
6128,17278
6128,18728
6128,18794
6128,18951
6128,19449
6128,19720
6128,22249
6128,22345
6128,22405
6128,23329
6128,26707
6128,27305
6128,27363
6128,27371
6128,27519
6128,30054
6128,30416
6128,30527
6128,33381
6128,33699
6128,36681
6128,46104
6128,46351
6128,55179
6128,63378
6128,394103
6128,394245
6128,395117
6128,395196
6128,395252
6128,396148
6128,397589
6181,8132
6181,11069
6181,14428
6181,18527
6181,30035
6181,63115
6181,400436
6372,13352
6453,9752
6453,11902
6453,12849
6453,17443
6453,17748
6453,17762
6453,17820
6453,23257
6453,23658
6453,23984
6453,23985
6453,24391
6453,24439
6453,136289
6453,136373
6453,137097
6453,137681
6453,141324
6453,141846
6461,1069
6461,3131
6461,3502
6461,4997
6461,6462
6461,7385
6461,7821
6461,8010
6461,8147
6461,10249
6461,11353
6461,11363
6461,11982
6461,12012
6461,12191
6461,12196
6461,12223
6461,12601
6461,13344
6461,13410
6461,13819
6461,14147
6461,14643
6461,14805
6461,14830
6461,15112
6461,15290
6461,16503
6461,16932
6461,17025
6461,17276
6461,17305
6461,18476
6461,18552
6461,18707
6461,18769
6461,18798
6461,18923
6461,19079
6461,19092
6461,19710
6461,19874
6461,19991
6461,20259
6461,21519
6461,22018
6461,22140
6461,22425
6461,22446
6461,22734
6461,22751
6461,22866
6461,22886
6461,22969
6461,23279
6461,23433
6461,23479
6461,25920
6461,26036
6461,26091
6461,26135
6461,26147
6461,26321
6461,26452
6461,26796
6461,26941
6461,27196
6461,28420
6461,28460
6461,29487
6461,29742
6461,29963
6461,30170
6461,31743
6461,32016
6461,32068
6461,32187
6461,32203
6461,32366
6461,32446
6461,32539
6461,32703
6461,32778
6461,32841
6461,32952
6461,33197
6461,33321
6461,33569
6461,34745
6461,35888
6461,36037
6461,36070
6461,36261
6461,36365
6461,36413
6461,36500
6461,36858
6461,36863
6461,39990
6461,40240
6461,40586
6461,40734
6461,40870
6461,40920
6461,41367
6461,41612
6461,42924
6461,44981
6461,46288
6461,46311
6461,46358
6461,46479
6461,46745
6461,46817
6461,46969
6461,50075
6461,51320
6461,53357
6461,53440
6461,53444
6461,53737
6461,53747
6461,53799
6461,53888
6461,53978
6461,54196
6461,54636
6461,54666
6461,54774
6461,54787
6461,54996
6461,55069
6461,55224
6461,62673
6461,62779
6461,63072
6461,63165
6461,63314
6461,63329
6461,63396
6461,132762
6461,132969
6461,139671
6461,202604
6461,205337
6461,205767
6461,208382
6461,209513
6461,210182
6461,212407
6461,393247
6461,393320
6461,393341
6461,393555
6461,393698
6461,393888
6461,393948
6461,394056
6461,394167
6461,394259
6461,394562
6461,394629
6461,394737
6461,394787
6461,394969
6461,395159
6461,395302
6461,395321
6461,395365
6461,395501
6461,395509
6461,395674
6461,395746
6461,395791
6461,395900
6461,396536
6461,397303
6461,397636
6461,397904
6461,397993
6461,398206
6461,398381
6461,398441
6461,398707
6461,399056
6461,399118
6461,399274
6461,399325
6461,399501
6461,399552
6461,399658
6461,399789
6461,400343
6461,400429
6461,400442
6461,400584
6461,400718
6597,10419
6597,18792
6597,395157
6667,719
6667,20798
6667,28883
6667,29432
6667,30754
6667,33801
6667,34387
6667,41993
6667,198443
6667,200444
6667,206520
6667,207041
6667,212881
6677,51896
6713,16058
6713,36903
6713,37229
6758,15805
6758,33874
6762,3269
6762,5609
6762,8244
6762,12505
6762,12515
6762,15746
6762,16027
6762,16214
6762,16232
6762,20580
6762,20958
6762,24869
6762,27893
6762,27926
6762,29162
6762,34731
6762,34837
6762,35110
6762,37563
6762,43135
6762,44939
6762,47473
6762,48518
6762,49594
6762,51499
6762,52257
6762,52290
6762,52470
6762,52481
6762,57745
6762,60559
6762,61485
6762,62238
6762,64117
6762,138926
6762,197787
6762,198477
6762,201876
6762,202112
6762,202500
6762,202950
6762,203150
6762,203367
6762,204431
6762,204795
6762,204816
6762,205053
6762,205525
6762,205904
6762,206498
6762,207502
6762,207585
6762,208017
6762,208296
6762,208630
6762,209572
6762,210799
6762,212680
6762,212699
6762,212766
6762,216325
6762,264618
6762,265702
6762,265840
6762,266660
6762,266695
6762,267400
6762,267685
6762,267854
6762,268341
6762,268797
6762,269952
6762,270147
6762,273044
6762,393719
6799,29247
6805,12638
6805,209247
6830,5089
6830,12388
6830,15470
6830,15480
6830,33915
6830,35274
6830,36089
6830,48869
6830,51414
6830,59776
6830,60831
6830,61351
6830,197818
6830,199409
6830,200947
6830,204458
6830,208240
6830,211742
6830,212663
6830,273189
6848,17162
6848,29595
6848,39804
6848,42018
6848,206562
6848,212241
6849,48637
6849,49087
6855,13036
6855,199806
6855,200222
6855,201447
6855,201841
6855,202564
6855,202876
6855,203208
6855,204690
6855,204716
6855,208329
6855,210117
6855,213247
6855,214945
6855,215718
6922,3794
6922,32093
6939,955
6939,1611
6939,3359
6939,4307
6939,6165
6939,6366
6939,6565
6939,6597
6939,6843
6939,7034
6939,7247
6939,7382
6939,8046
6939,8111
7015,6354
7015,16481
7015,18962
7015,22776
7015,26287
7015,26385
7015,32622
7015,33564
7015,33674
7015,54737
7015,54851
7015,395928
7015,396409
7015,397779
7018,196
7018,797
7018,1041
7018,2695
7018,2897
7018,4185
7018,6966
7018,10353
7018,11604
7018,13788
7018,14119
7018,15130
7018,18569
7018,18600
7018,20181
7018,21943
7018,23447
7018,27329
7018,29913
7018,30308
7018,36542
7018,46676
7018,54834
7018,55098
7018,63047
7018,63144
7018,393279
7018,393663
7018,394572
7018,394896
7018,394902
7018,397817
7018,398548
7029,11387
7029,11970
7029,16512
7029,17281
7029,18867
7029,21726
7029,22050
7029,29922
7029,36117
7029,40713
7029,53478
7029,53964
7029,393951
7029,394622
7029,394626
7029,396884
7029,398942
7029,399660
7029,400614
7029,400935
7122,18472
7122,33158
7122,62846
7122,398713
7122,399923
7470,55490
7473,2756
7473,4804
7473,7474
7473,7695
7473,7700
7473,9255
7473,9506
7473,9983
7473,10218
7473,10223
7473,17496
7473,17888
7473,18165
7473,18402
7473,23733
7473,24046
7473,37998
7473,38055
7473,45143
7473,45527
7473,45583
7473,55472
7473,58446
7473,58615
7473,58642
7473,58795
7473,132360
7473,133422
7473,133456
7473,133728
7473,134747
7473,135399
7473,135600
7473,135897
7473,136392
7473,137036
7473,138180
7473,138363
7522,9618
7522,24290
7529,7502
7529,9353
7529,18383
7529,37914
7545,4802
7552,140742
7568,9891
7568,17980
7568,24237
7568,37983
7568,38815
7568,55927
7568,59374
7568,63940
7568,134839
7568,135511
7568,135586
7568,142437
7575,1851
7575,4822
7575,6262
7575,7573
7575,7637
7575,7645
7575,9348
7575,23719
7575,23859
7575,24101
7575,24433
7575,24434
7575,24510
7575,45128
7575,46069
7575,55354
7575,56132
7575,58611
7575,58686
7575,58698
7575,132158
7575,134111
7575,135893
7575,136247
7575,136912
7575,136921
7575,137188
7575,137965
7575,138390
7610,7472
7713,23693
7713,56243
7738,262301
7738,269322
7782,397893
7795,10357
7795,11441
7795,15227
7795,22588
7795,31843
7795,36720
7795,54901
7795,63274
7795,395209
7795,400520
7843,1440
7843,3456
7843,6534
7843,8052
7843,10580
7843,10838
7843,10896
7843,11351
7843,11426
7843,11440
7843,11560
7843,11884
7843,11955
7843,13343
7843,14065
7843,14465
7843,14478
7843,16770
7843,17327
7843,18445
7843,18645
7843,19345
7843,19913
7843,20231
7843,21569
7843,21605
7843,22970
7843,23086
7843,23200
7843,23325
7843,25758
7843,27394
7843,32275
7843,32730
7843,33363
7843,33479
7843,35971
7843,36456
7843,39956
7843,40656
7843,40823
7843,46325
7843,46549
7843,46765
7843,53426
7843,53493
7843,54952
7843,55123
7843,63332
7843,393703
7843,393756
7843,393837
7843,393859
7843,393873
7843,394750
7843,395090
7843,395350
7843,395774
7843,395908
7843,396090
7843,396837
7843,397360
7843,399922
7843,400321
7843,400397
7843,400411
7843,400931
7896,397721
7922,2145
7922,5705
7922,6912
7922,6931
7922,14191
7922,15173
7922,16763
7922,18625
7922,19047
7922,20168
7922,21508
7922,22007
7922,22258
7922,29865
7922,31128
7922,32843
7922,33644
7922,33650
7922,33654
7922,33661
7922,33666
7922,33674
7922,40039
7922,46336
7922,46807
7922,53252
7922,54493
7922,54737
7922,55086
7922,393272
7922,393786
7922,394304
7922,394824
7922,395928
7922,396409
7922,397039
7922,398111
7922,399099
7922,399716
7922,400096
7922,400114
7922,400240
8048,3496
8048,19192
8048,20312
8048,22726
8048,27782
8048,27892
8048,27893
8075,8068
8151,64410
8151,396966
8218,15847
8218,49328
8218,49881
8218,51588
8218,199255
8218,200618
8218,201085
8218,201605
8218,201932
8218,202236
8218,202381
8218,202568
8218,204460
8218,205921
8218,206903
8218,206944
8218,209532
8218,209852
8218,210433
8220,8216
8220,8354
8220,8950
8220,10021
8220,12761
8220,13154
8220,13619
8220,14926
8220,15404
8220,15607
8251,12984
8251,20643
8251,30738
8251,34487
8251,34596
8251,34819
8251,49095
8251,50067
8251,57707
8251,198977
8251,201608
8282,8835
8282,48628
8282,215000
8339,13022
8339,200383
8339,202809
8339,208255
8365,12643
8365,50595
8400,43940
8402,51039
8426,8272
8426,12628
8426,29341
